"Nid","Title","Author uid","Background","Date","Description","Manuscript Link","Manuscript Title","Selected Bibliography","Script","Path","Post date","Updated date","Published status"
"3537","Chronicle of Rome and Southern Italy","99650","","1390","<p style=""font-size: 0.3em;""> </p>
<p>New York City, Columbia University Lodge MS 16</p>
<p style=""margin-left:.25in;""><em>Chronicle of Rome and Southern Italy</em></p>
<p style=""margin-left:.25in;"">Italy, between 1390 and 1410</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_311"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_311"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Chronicle of Rome and Southern Italy
","","","/content/about_IP_311","Monday, May 6, 2019 - 22:57","Saturday, December 7, 2019 - 01:13","Yes"
"3531","Book of Sun and Moon Calculations","99650","","1392","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">New York City, Columbia University, Plimpton MS 170</p>
<p style=""font-weight:300; margin-left:.25in;"">Bono da Lucca</p>
<p style=""font-weight:300; margin-left:.25in;""><em>Book of Sun and Moon Calculations</em></p>
<p style=""font-weight:300; margin-left:.25in;"">Tuscany, between 1392 and 1400</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_310"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_310"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Book of Sun and Moon Calculations
","","<p style=""font-size: 0.3em;""> </p>
<p>Mercantesca (sec. XIVex) libraria fluida e regolare, ricca di legamenti.</p>
<p>Da notare: g con occhiello superiore ridotto al minimo (c. 56v, r. 4: <em>segni</em>); <em>z</em> in forma di <em>3</em> che lega con lettera seguente (c. 56v, r. 7: <em>marzo</em>); legamento <em>ch</em> (c. 56v, r. 4: <em>chapricorno</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p> </p>
","/content/about_IP_310","Monday, May 6, 2019 - 22:56","Saturday, December 7, 2019 - 01:11","Yes"
"3526","Rule of Saint Augustine for Nuns","99650","","1350","<p>Los Angeles, University of California Rouse MS. 60</p>
<p style=""margin-left:.25in;""><em>Rule of Saint Augustine for Nuns</em></p>
<p style=""margin-left:.25in;"">Italy, between 1350 and 1399</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_309"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_309"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Rule of Saint Augustine for Nuns
","","","/content/about_IP_309","Monday, May 6, 2019 - 22:55","Saturday, December 7, 2019 - 03:45","Yes"
"3521","Chiarini Family Correspondence","99650","","1390","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">Philadelphia, UPenn Ms. Codex 1535</p>
<p style=""font-weight:300; margin-left:.25in;""><em>Chiarini Family Correspondence</em></p>
<p style=""font-weight:300; margin-left:.25in;"">Italy, between 1390 and 1399</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_308"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_308"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Chiarini Family Correspondence
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://hdl.library.upenn.edu/1017/d/medren/9944993353503681"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>Mercantesca usuale rozza e irregolare ma ricca di legamenti.</p>
<p>Da notare: <em>s</em> che può legare a sinistra (r. 6: <em>risponderò</em>); legamento ch privo del tratto inferiore della <em>h</em> (r. 4: <em>Marcho</em>); legamento <em>di</em> con <em>i</em> appesa (r. 7: <em>di nostra</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p> </p>
","/content/about_IP_308","Monday, May 6, 2019 - 22:54","Saturday, December 7, 2019 - 01:13","Yes"
"3517","Algorismus","99650","","1375","<p style=""font-size: 0.3em;""> </p>
<p>New York City, Columbia University X511.AL3</p>
<p style=""margin-left:.25in;""><em>Algorismus</em></p>
<p style=""margin-left:.25in;"">Italy, between 1375 and 1399</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_307"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_307"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Algorismus
","","","/content/about_IP_307","Monday, May 6, 2019 - 22:53","Saturday, December 7, 2019 - 01:09","Yes"
"3512","Copy of Francesco Petrarca's Songbook Rerum Vulgarium Fragmenta","99650","","1375","<p style=""font-size: 0.3em;""> </p>
<p>New York City, Morgan MS M.502</p>
<p style=""margin-left:.25in;"">Francesco Petrarca</p>
<p style=""margin-left:.25in;""><em>Copy of Francesco Petrarca's Songbook Rerum Vulgarium Fragmenta</em></p>
<p style=""margin-left:.25in;"">Lombardy, around 1375</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_306"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_306"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Copy of Francesco Petrarca's Songbook Rerum Vulgarium Fragmenta
","","","/content/about_IP_306","Monday, May 6, 2019 - 22:52","Saturday, December 7, 2019 - 01:19","Yes"
"3505","Acciaiuoli Family Correspondence","99650","","1342","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">Philadelphia, UPenn Ms. Coll. 197</p>
<p style=""font-weight:300; margin-left:.25in;"">Acciaiuoli Family</p>
<p style=""font-weight:300; margin-left:.25in;""><em>Acciaiuoli Family Correspondence</em></p>
<p style=""font-weight:300; margin-left:.25in;"">Italy, between 1342 and 1395, between 1423 and 1669</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_305"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_305"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Acciaiuoli Family Correspondence
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://hdl.library.upenn.edu/1017/d/medren/9924866373503681"" target=""_blank"">here</a>.</p>
<p> </p>
","","/content/about_IP_305","Monday, May 6, 2019 - 22:51","Saturday, December 7, 2019 - 01:05","Yes"
"3499","Aristotle's Ethics Translated by Taddeo Alderotti","99650","","1356","<p style=""font-size: 0.3em;""> </p>
<p>Philadelphia, University of Pennsylvania Ms. Codex 273</p>
<p style=""margin-left:.25in;""><em>Aristotle's Ethics Translated by Taddeo Alderotti</em></p>
<p style=""margin-left:.25in;"">Italy, before 1356</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_304"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_304"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Aristotle's Ethics Translated by Taddeo Alderotti
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://hdl.library.upenn.edu/1017/d/medren/9924864513503681"" target=""_blank"">here</a>.</p>
<p> </p>
","","/content/about_IP_304","Monday, May 6, 2019 - 22:50","Saturday, December 7, 2019 - 01:10","Yes"
"3491","Copy of Dante Alighieri's Divine Comedy transcribed by Andrea Lancia","99650","","1345","<p style=""font-size: 0.3em;""> </p>
<p>New York City, Morgan MS M.676</p>
<p style=""margin-left:.25in;"">Dante Alighieri</p>
<p style=""margin-left:.25in;""><em>Copy of Dante Alighieri's Divine Comedy transcribed by Andrea Lancia</em></p>
<p style=""margin-left:.25in;"">Florence, between 1345 and 1355</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_303"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_303"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Copy of Dante Alighieri's Divine Comedy transcribed by Andrea Lancia
","","","/content/about_IP_303","Monday, May 6, 2019 - 22:49","Saturday, December 7, 2019 - 01:18","Yes"
"3489","Copy of Dante Alighieri's Divine Comedy","99650","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">Manuscript Morgan MS M.289 is a fourteenth century illuminated manuscript containing a copy of Dante Alighieri’s <i>Divine Comedy</i> (<i>Inferno</i> on ff. 1-30; <i>Purgatorio</i> on ff. 31-60 and <i>Paradiso</i> on ff. 61-90). The manuscript was probably transcribed and illuminated in Tuscany and was commissioned (or at least owned) by a member of the Alighieri family, as the coat of arms at the bottom of f.1r indicates:</p>
<p style=""margin-left: 1.7in;""><a href=""/sites/default/files/u99650/dante-coatarms.png"" target=""_top""><img alt=""Alighieri family coat of arms"" src=""/sites/default/files/u99650/dante-coatarms.png"" style=""width: 257px; height: 200px;"" /></a></p>
<p><figcaption style=""margin-left: 1.7in;"">Morgan Library MS M.289, bottom of f.1r</figcaption></p>
<p style=""font-weight:300;"">Each canticle begins with a historiated initial with decorated borders. On f.1r, the initial N is decorated by a depiction of Dante sitting at a lectern in the process of writing in an open book, holding a knife in his left hand and a pen in his right hand. The illustrator of this manuscript is identified in the Morgan Library online catalog as Pacino di Bonaguida, an artist active in Florence in the mid fourteenth century, mostly known for his altarpieces, miniature painting, and decorations for illuminated manuscripts.</p>
<p style=""font-weight:300;"">Morgan MS 289, copied in a professional <i>cavalleresca</i> hand, is described by scholars as being part of the part of the “Danti del Cento”<i> </i>tradition, perhaps a product of the same hand that copied renowned Trivulziano MS 1080 (fully digitized <a href=""http://graficheincomune.comune.milano.it/GraficheInComune/immagine/Cod.+Triv.+1080,+piatto+anteriore"" style=""font-weight:300;"" target=""_blank"">here</a>). The “Danti del Cento” comprise a group of manuscripts of the <i>Comedy </i>produced in one Florentine <i>scriptorium</i>, probably established by renowned scribe Francesco di ser Nardo (The label “del Cento” actually derives from an anecdote, later proven wrong, narrated by sixteenth-century scholar Vincenzo Borghini, describing one single scribe transcribing – for a fee – one hundred copies of Dante’s narrative poem).</p>
<p style=""font-weight:300;"">Morgan MS 289 presents all the typical characteristics of early manuscripts of Dante’s <i>Comedy</i>: text distributed over two columns, each tercet beginning with a small initial outside of the ruled transcriptional area, short summaries in form of red rubrics at the beginning of each <i>canto</i>;<i> </i>red and blue initials with pen work decoration visually signaling the beginning of each canto throughout (see, for example, L initial on f. 1v). Though neither autograph nor partial autograph have survived, Dante’s <i>Divine Comedy</i> was among the most copied literary texts between the fourteenth and fifteenth centuries: some 827 manuscripts are listed on the online <a href=""http://www.danteonline.it/english/codici_frames/elencocodici.asp"" style=""font-weight:300;"" target=""_blank""><i>Indice dei Codici</i></a> of the Società Dantesca Italiana.</p>
<p align=""right"" style=""font-weight:300;"">- Isabella Magni</p>
<p style=""font-size: 0.3em;""> </p>
","1330","<p style=""font-size: 0.3em;""> </p>
<p>New York City, Morgan MS M.289</p>
<p style=""margin-left:.25in;"">Dante Alighieri</p>
<p style=""margin-left:.25in;""><em>Copy of Dante Alighieri's Divine Comedy</em></p>
<p style=""margin-left:.25in;"">Florence, between 1330 and 1337</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_302"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_302"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Copy of Dante Alighieri's Divine Comedy
","<p style=""font-size: 0.3em;""> </p>
<ul><li style=""font-weight:300; color:black;"">Boschi Rotiroti, Marisa, <i>Codicologia trecentesca della Commedia: Entro e oltre l’antica vulgata</i>. Rome: Viella, 2004.</li>
<li style=""font-weight:300; color:black;"">Boskovits, Miklós, Giovanni Valagussa and Milvia Bollati. <i>Miniature a Brera, 1100-1422:</i> <i>Manoscritti dalla Biblioteca Nazionale Braidense e da Collezioni private</i>. Milan: F. Motta, 1997.</li>
<li style=""font-weight:300; color:black;"">Brieger, Peter, Millard Meiss and Charles S. Singleton. <i>Illuminated Manuscripts of the Divine Comedy</i>. Princeton: Princeton University Press, 1969.</li>
<li style=""font-weight:300; color:black;"">Ceccherini, Irene, and Teresa De Robertis, “Scriptoria e cancellerie nella Firenze del XIV secolo,” <i>Scriptorium: Wesen, Funktion, Eigenheiten. Comité international de paléographie latine, XVIII. Kolloquium, St. Gallen 1 1.-14. September 2013</i>. Andreas Nievergelt et al. eds., Munich (2015): pp. 141-69.</li>
<li style=""font-weight:300; color:black;"">Cossio, Alvigi. <i>La Divina Commedia di Dante Alighieri secondi i codici di J. Pierpont Morgan</i>. Washington: 1921.</li>
<li style=""font-weight:300; color:black;"">Degenhart, Bernhard. “Die kunstgeschichtliche Stellung des Codex Altonensis.” <i>Divina Commedia, Kommentar zum Codex Altonensis</i>, Berlin: Mann Verlag, 1965.</li>
<li style=""font-weight:300; color:black;"">de Hamel, Christopher, <i>A History of Illuminated Manuscripts</i>, London: Phaidon Press, 1994.</li>
<li style=""font-weight:300; color:black;"">Kristeller, Paul Oskar, <i>Iter Italicum</i>, Vol. V, London, publisher? (1990).</li>
<li style=""font-weight:300; color:black;"">Lowe, E.A. <i>Handwriting. Our Medieval Legacy</i>. Rome: Edizioni di storia e letteratura, 1969.</li>
<li style=""font-weight:300; color:black;"">Offner, Richard. <i>A Critical and Historical Corpus of Florentine Painting</i>. New York City: New York University, Institute of Fine Arts, 1956.</li>
<li style=""font-weight:300; color:black;"">Owen, Rachel. “<a href=""https://www.reading.ac.uk/web/files/GCMS/RMS-2001-06_R._Owen,_Dante's_Reception_by_14th-_and_15th-century_Illustrators_of_the__Commedia.pdf"" style=""font-weight:300;"" target=""_blank"">Dante’s Reception by 14<sup>th</sup> and 15th century Illustrators of the Commedia</a>.” <i>Reading Medieval Studies</i>, XXVII (2001): pp. 163-225.</li>
<li style=""font-weight:300; color:black;"">Pegoretti, Anna. “Indagine su un codice dantesco: La <i>Commedia</i> Egerton 943 della British Library.” <i>Studi italianistici</i>, 6. Ghezzano, Pisa: Felici Editore (2014).</li>
<li style=""font-weight:300; color:black;"">Petry, Ray C. <i>A History of Christianity: Readings in the History of the Early and Medieval Church</i>. Englewood Cliffs: Baker Pub Group, 1962.</li>
<li style=""font-weight:300; color:black;"">Sciacca, Christine. <i>Florence at the Dawn of the Renaissance: Painting and Illumination, 1300-1350</i>. Los Angeles: J. Paul Getty Museum, 2012.</li>
<li style=""font-weight:300; color:black;"">Società Dantesca Italiana. <i>Dante Online</i>. URL: <a href=""http://www.danteonline.it/"" style=""font-weight:300;"" target=""_blank"">http://www.danteonline.it/</a></li>
</ul><p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;""><u>Additional resources</u>:</p>
<p style=""font-weight:300;"">Morgan Library Curational Description: <a href=""http://corsair.morganlibrary.org/msdescr/BBM0289a.pdf"" style=""font-weight:300;"" target=""_blank"">http://corsair.morganlibrary.org/msdescr/BBM0289a.pdf</a></p>
<p style=""font-size: 0.3em;""> </p>
","","/content/about_IP_302","Monday, May 6, 2019 - 22:47","Thursday, July 9, 2020 - 16:15","Yes"
"3486","Book of Hours","99650","","1275","<p style=""font-size: 0.3em;""> </p>
<p>New York City, Columbia University Western MS 012</p>
<p style=""margin-left:.25in;""><em>Book of Hours</em></p>
<p style=""margin-left:.25in;"">Bologna, between 1275 and 1299</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_301"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_301"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Book of Hours
","","","/content/about_IP_301","Monday, May 6, 2019 - 22:46","Saturday, December 7, 2019 - 01:10","Yes"
