Nid,Title,Author uid,Background,Bibliography,Date,Description,English Translation,Manuscript Link,Manuscript Title,Path,Post date,Updated date,Published status
81,Marriage contract of Sauveur de Lombard and Antoinette de Geoffroy,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Commune</em> in Provence-Alpes-Côte d’Azur, <em>département</em> Alpes-Maritimes, <em>arrondissement </em>Grasse, <em>canton</em> Villeneuve-Loubet.</div>
</div>
<p> </p>
",,1545,"<p>Saint-Paul-de-Vence, <a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 29 January 1545<br /><em>Marriage contract of Sauveur de Lombard and Antoinette de Geoffroy</em><br />
Chicago, Newberry Library, VAULT Case MS 6A 64</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:464
",Marriage contract of Sauveur de Lombard and Antoinette de Geoffroy,/content/about_fp_028,"Tuesday, June 16, 2015 - 13:01","Wednesday, February 24, 2016 - 17:57",Yes
82,Memoranda about Charles d'Orléans's rights as Count of Blois,838,"<p>Charles d’Orléans (1394-1465) famously wrote hundreds of love poems during the 25 years he spent in captivity in England, after being taken prisoner at the Battle of Agincourt (1415). Charles himself did not write the document presented here; rather, it was written by one of his deputies in charge of administering his properties and lands during his captivity (1415-1440). Charles was not only Duke of Orléans, but also Duke of Valois, Count of Beaumont-sur-Oise, Count of Blois, and Lord of Coucy.</p>
<p>In 1434 a disagreement arose between Charles’s administration and that of Charles VII, King of France, regarding tax collection in the County of Blois. In April of that year, two emissaries of the king traveled to Selles-sur-Cher, in the diocese of Bourges, to collect <em>amortissement, </em>a tax owed to the Crown when non-noble people, including members of the clergy, were given a special right to hold or inherit property. This tax created issues in cases where the territory subject to the tax was under the jurisdiction of someone other than the king, as in this particular case: Saint-Aignan, Selles, Valançay, and other places mentioned in the document, while located in the diocese of Bourges, were also part of the County of Blois. The document lists Charles’s <em>droits seigneuriaux</em>, his rights in the County of Blois, even though he is in captivity in England. It refutes the king’s right to <em>amortissement</em> and argues for a postponement of the tax collection until the duke's return.</p>
<p>Louis, the son of Charles d’Orléans, would continue the Orléans lineage and rule France from 1498 to 1515 as King Louis XII. He succeeded his cousin Charles VIII, who had died without a closer heir. <a href=""/islandora/object/paleography:435"">In a document held at the Huntington Library</a>, Louis of Orléans makes arrangements for the construction of a convent in Chauny, in honor of his celebrated father and mother Maria of Cleves.</p>
<p>The Baron de Jourvansault may have owned the memorandum about the rights of Charles d'Orléans in the 18<sup>th</sup> century. Jourvansault’s collection consisted of a staggering 80,000 documents related to the history of France, including around 2,500 documents issued by the Blois <em>Chambre des comptes</em> and other administrative instances of the house of Orléans. Number 132bis in the catalog published by the Parisian bookseller and art dealer Joseph Léon Techener in 1838, appears to describe our document: “Instruction sur ce que les conseillers du duc d’Orléans ont à remontrer aux gens du roi à l’occasion d’un impôt qu’ils voulaient prélever au mépris des droits du duc d’Orléans comme comte de Blois- sans date, vers 1434.” The Jourvansault collection was sold by Techener in 1838, and dispersed in European and North American collections.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Commune and chef-lieu de canton </em>in Centre-Val-de-Loire, <em>département</em> Loir-et-Cher, <em>arrondissement</em> Romorantin-Lanthenay.
<p align=""right"">- Caroline Prud’Homme</p>
<p> </p>
</div>
</div>
","<p>- Clamageran, Jean-Jules. <em>Histoire de l’impôt en France depuis l’époque romaine jusqu’en 1774</em>. Vol 1. <em>L’époque romaine, l’époque barbare et l’époque féodale</em>. Paris: Guillaumin et cie, 1867.</p>
<p>- Henneman, John Bell. <em>Royal Taxation in Fourteenth Century France: The Development of War Financing, 1322-1359</em>. Princeton: Princeton University Press, 1971.</p>
<p>- Scordia, Lydwine. <em>“Le roi doit vivre du sien”. La théorie de l’impôt en France (XIIIe-XVe siècles)</em>. Paris: Institut d’Études Augustiniennes, 2005.</p>
<p>See also:</p>
<p>- Gaulle, Jean-Philippe, ed. <em>Catalogue analytique des archives de M. le baron de Jourvansault, contenant une précieuse collection de manuscrits, chartes et documents originaux au nombre de plus de 80 000 concernant l’histoire générale de France, l’histoire particulière des provinces, l’histoire de la noblesse et l’art héraldique</em>. Paris: J. Techener, 1838.</p>
<p> </p>
",1434,"<p>Selles-sur-Cher,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> after April 1434<br /><em>Memoranda about Charles d’Orléans’s rights as Count of Blois</em><br />
Washington, D.C., Folger Shakespeare Library, MS X.d.41</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:433
",Memoranda about Charles d'Orléans's rights as Count of Blois,/content/about_fp_307,"Tuesday, June 16, 2015 - 13:02","Thursday, October 5, 2017 - 13:18",Yes
83,Meslanges curieux de litterature et d'histoire,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<p> </p>
",,1572,"<p>Tours?, 1572?<br /><em>Meslanges curieux de littérature et d’histoire</em><br />
Chicago, Newberry Library, VAULT Case MS 54.7</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:496
",Meslanges curieux de litterature et d'histoire,/content/about_fp_060,"Tuesday, June 16, 2015 - 13:03","Wednesday, February 24, 2016 - 18:01",Yes
84,Pièce du procès de Jacques de Langeac,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<p>Click here for <a href=""https://paleography.library.utoronto.ca/islandora/search/catch_all_fields_mt%3A%28Langeac%29?f%5b0%5d=-entity_type%3A%22node%22&sort=mods_originInfo_qualifier_approximate_dateIssued_s%20asc"">Langeac family documents</a>.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Chef-lieu d’arrondissement</em> in Auvergne, <em>département </em>Puy-de-Dôme.</div>
</div>
<p> </p>
",,1541,"<p>Riom,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 3 January 1541<br /><em>Pièce du procès de Jacques de Langeac</em><br />
Chicago, Newberry Library, VAULT Case MS 5027</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:486
",Pièce du procès de Jacques de Langeac,/content/about_fp_050,"Tuesday, June 16, 2015 - 13:05","Thursday, February 25, 2016 - 12:36",Yes
85,"Lettre de la reine mère Catherine de Medicis au secrétaire d’État Nicolas de Neufville, seigneur de Villeroy",838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1"">
<a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> Capital of the southwestern department of Haute-Garonne and of the Midi-Pyrénées region.
</div>
</div>
<p> </p>
",,1578,"<p>Toulouse,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 21 October 1578</p>
<p><em>Lettre de la reine mère Catherine de Medicis au secrétaire d’État Nicolas de Neufville, seigneur de Villeroy</em></p>
<p>San Marino, Huntington Library, HM 21481</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:436
","Lettre de la reine mère Catherine de Medicis au secrétaire d’État Nicolas de Neufville, seigneur de Villeroy",/content/about_fp_310,"Tuesday, June 16, 2015 - 13:07","Thursday, February 25, 2016 - 12:56",Yes
86,Mortgage contract on properties of Pontchartrain and Palluau,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<p> </p>
",,1606,"<p>Paris, 20 February 1606<br /><em>Mortgage contract on the properties of Pontchartrain and Palluau</em><br />
Chicago, Newberry Library, VAULT box Ayer MS 303</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:475
",Mortgage contract on properties of Pontchartrain and Palluau,/content/about_fp_039,"Tuesday, June 16, 2015 - 13:08","Wednesday, February 24, 2016 - 18:05",Yes
87,Negotiations at Calais,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Chef-lieu d’arrondissement</em> in Nord-Pas-de-Calais, <em>département</em> Pas-de-Calais.</div>
</div>
<p> </p>
",,1521,"<p>Calais,<a href=""#_ftn1"" id=""_ftnref1"" name=""_ftnref1"" title="""">[1]</a> 1521 <br />
Mercurino di Gattinara, <em>Negotiations at Calais</em> (translation Claude de Chassey)<br />
Washington, D.C., Folger Shakespeare Library, V.b. 357</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:428
",Negotiations at Calais,/content/about_fp_302,"Tuesday, June 16, 2015 - 13:09","Thursday, December 15, 2016 - 16:36",Yes
88,"Papier terrier de la seignerie de Perthes, renouvelé en l’an 1578. Pour les Celestins de Paris",838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1"">
<a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Commune</em> in Ile-de-France, <em>département</em> Seine-et-Marne, <em>arrondissement</em> Melun, <em>canton</em> Fontainebleau.
</div>
</div>
<p> </p>
",,1578,"<p>Perthes-en-Gâtinais,<a href=""#_ftn1"" id=""_ftnref1"" name=""_ftnref1"" title="""">[1]</a> 1578     <br /><em>Papier terrier de la seignerie de Perthes, renouvelé en l’an 1578 pour les Célestins de Paris</em><br />
Chicago, Newberry Library, VAULT Case MS D 7116 .158</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:466
","Papier terrier de la seignerie de Perthes, renouvelé en l’an 1578. Pour les Celestins de Paris",/content/about_fp_030,"Tuesday, June 16, 2015 - 13:11","Wednesday, February 24, 2016 - 18:15",Yes
89,Pensées (doctrines de la sainte foy chretienne),838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<p> </p>
",,1520,"<p>Basel, Switzerland?, 1520-1539<br /><em>Pensées (doctrines de la sainte foy chretienne) </em><br />
Chicago, Newberry Library, VAULT Case MS 5243</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:457
",Pensées (doctrines de la sainte foy chretienne),/content/about_fp_021,"Tuesday, June 16, 2015 - 13:12","Thursday, February 25, 2016 - 10:37",Yes
90,Pompe funebre de Mr le cardinal de Richelieu,838,"<p>We don’t know who authored this satirical obituary poem about Cardinal Richelieu; we hope a user of this website will be able to tell us more about it.</p>
<p>Richelieu (Armand Jean du Plessis de Richelieu) was a Catholic priest who eventually became King Louis XIII’s chief minister, and a cardinal. Among many notable actions, Richelieu founded the Académie Française, the forty-member scholarly society that continues to update its famed dictionary and monitor use of the French language to this day. The Cardinal also established the Company of New France (<em>Compagnie des Cent-Associés</em>) and invested Samuel de Champlain with the authority to develop the French colony in Northeastern North America. Richelieu carried out a policy of repression of Protestantism in France, and also strove to reduce the influence of the Habsburgs in Europe, inciting a war between France and Spain that continued even after his death. He was autocratic and intransigent and therefore not universally beloved. Upon his death, Pope Urban VIII is supposed to have said: “If there is a God, Cardinal Richelieu will have much to answer for. If not, he has done very well.”</p>
<p>The Newberry Library purchased the Saint-Sulpice Collection, in which this poem is found, in 2003. The religious order of Saint-Sulpice assembled and bound this collection of 2,566 biographical pamphlets in Paris at the beginning of the 19th century. The Sulpicians do parish work, but their main arena of activity has always been education. They collected the pamphlets to serve as educational models, especially for rhetorical writing. Funeral sermons, orations, commemorative verses, and discourses dating from the 16th through the 18th century are included. While most of the pamphlets are printed, the Sulpicians also bound in a few manuscript documents. The majority of the pamphlets are in French, but the collection includes numerous Latin publications as well, and some first editions of short works by well-known writers such as Budé, Molière, and Pascal. The Sulpicians organized the collection alphabetically according to the name of the person described in the individual pamphlet, and then bound them in two series of volumes, to accommodate larger and smaller formats. The Newberry Library has cataloged all of the items in the collection separately, but conserves them in the original volumes, as prepared in Paris in the early 19th century.</p>
<p align=""right"">- Carla Zecher</p>
<p> </p>
","<p>On Richelieu, see:<br />
- Jean-Vincent Blanchard. <em>Eminence: Cardinal Richelieu and the Rise of France. </em>London: Bloomsbury Publishing, 2013.</p>
<p>The Sulpicians were instrumental in the founding of Montreal in the middle of the 17th century. On that story, see:<br />
- Dominique Deslandres, John A. Dickinson, and Olivier Hubert, eds. <em>Les Sulpiciens de Montréal: Une histoire de pouvoir et de discrétion 1657-2007. </em>Montreal: Fides, 2007.</p>
<p>Among its Sulpician materials, the Newberry Library also owns a remarkable <a href=""http://vufind.carli.illinois.edu/vf-nby/Record/nby_93388"">manuscript prayer book</a> compiled in the middle of the 18th century at the mission of La Présentation (at today's Ogdensburg, New York), which contains Catholic prayers and chants translated into the Mohawk language.</p>
<p> </p>
",1643,"<p>France, ca. 1643<br /><em>Pompe funebre de Mr le cardinal de Richelieu</em><br />
In <em>Éloges et pièces historiques, ser. 2 v. 52 of the Saint-Sulpice Collection</em><br />
Chicago, Newberry Library, Case folio BX 4060.A1 S25 ser. 2 v. 52, item no. 11</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:446
",Pompe funebre de Mr le cardinal de Richelieu,/content/about_fp_10,"Tuesday, June 16, 2015 - 13:13","Thursday, October 5, 2017 - 13:21",Yes
91,Contrat d'échange de propriétés entre Gilbert de La Fayette et Dauphine de Bonnabaud,838,"<p>This contract, along with the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography%3A494#1cb27a31-6484-4695-881e-27df681da8bc""><em>La Fayette-Langec Contredict</em></a>, the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:495#37155559-9606-4251-adb8-e20e246e2721""><em>La Fayette-Langeac Contredict 2</em></a> and the<em> </em><a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:498#088a459d-4506-4f2f-bddc-8e497b87aba1""><em>Grosse d’un arrêt du maître des requêtes du Parlement de Paris</em></a><em>, </em>forms part of the dossier of a legal dispute between Jacques de Langeac, <em>seigneur</em> of Bonnabaud, and his neighbor Louis de La Fayette, <em>seigneur</em> of Pontgibaud, regarding fishing rights on the river Sioule, which ran through the estates of both parties. The legal procedures lasted several months in 1564.</p>
<p>This document was an important piece of evidence establishing historical fishing rights claimed by both parties. The famed Marshall of France, Gilbert de La Fayette, was Louis de La Fayette’s grandfather. Delphine de Bonnabaud’s son, Martin de Chauvigny de Blot, sold the <em>seigneurie</em> of Bonnabaud to Antoine de Langeac in 1465 (a 1478 copy of this sale deed is also found in the court dossier).</p>
<p>The dossier for the 1564 fishing rights dispute is part of a larger collection of documents related to the seigneurie of Bonnabaud, sold by Anne-Joseph-Gilbert-Allyre de Langeac to Amable-Jacques Soubrany de Bénistant in 1787. A large quantity of documents were assembled at the time, including copies of the sale deed, as well as descriptions of the property, lists of tenants, yearly earnings, previous legal disputes, and so forth.</p>
<p>For more documents related to the Langeac family and the <em>seigneurie</em><em> de Bonnabaud, </em>see the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography%3A482#c4089820-b63d-4fa0-b97a-67ac4710f455""><em>Vente au profit de Gabriel de Langeac</em></a> and the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:491#e6a054cf-5a1b-49e2-90b3-43fa9d2541ab""><em>Bail à cens de la seigneurie de Bonnabaud</em></a><em>.</em></p>
<p>See the <em><a href=""http://newberry.org/lauzanne-family-papers"">Lauzanne Family Papers</a></em> for an overview of this significant family archive of thousands of documents held at the Newberry Library.</p>
<p align=""right"">- Caroline Prud’Homme</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1"">
<p><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Commune</em> in Auvergne, <em>département</em> Puy-de-Dôme, <em>arrondissement</em> Riom, <em>canton</em> Saint-Ours.</p>
</div>
</div>
<p> </p>
","<p>- Bercé, Yves-Marie, and Alfred Soman. “La justice royale et le parlement de Paris (XIVe-XVIe siècle).” <em>Bibliothèque de l’École des Chartes </em>153, no. 2 (July–December 1995).<br /><em>- </em>Fordham University.<em> <a href=""https://legacy.fordham.edu/halsall/french/eau.asp"">Livre des sources médiévales: La Réglementation sur l’eau sous l’Ancien Régime</a>.</em><br />
- Garnot, Benoît. <em>Justice et société en France aux XVIe, XVIIe et XVIIIe siècles</em>. Paris: Ophrys, 2002.</p>
<p> </p>
",1437,"<p>Pontgibaud,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 11 September 1437<br /><em>Contrat d’échange de propriétés entre Gilbert de La Fayette et Delphine de Bonnabaud</em><br />
Chicago, Newberry Library, VAULT Case MS 5027</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:493
",Contrat d'échange de propriétés entre Gilbert de La Fayette et Dauphine de Bonnabaud,/content/about_fp_057,"Tuesday, June 16, 2015 - 13:51","Sunday, March 29, 2020 - 17:13",Yes
92,Letters patent by King Henry III authorizing Pietro Angèli da Barga to hold ecclesiastical benefices in France,838,"<p>After the Italian humanist Pietro Angèli da Barga presented his epic poem, the <em>Syrias</em>, to King Henry III of France, <a href=""http://paleography.library.utoronto.ca/content/french-institutions"">the king's chancery</a> issued this royal privilege granting to Angèli the titles of royal historian and poet, and permission to hold lands in France. The document was issued in October of 1582, and a copy was notarized on 8 February 1583. Both are reproduced here. The original privilege has the signatures of both Henry and Nicolas de Neufville, his secretary of state, and you can see the place on the document where a red seal (now gone) was affixed.</p>
<p>Angèli had been preceptor to Henry when the king was a boy, and had collaborated with French agents in Italy to secure French manuscripts for Henry’s father, King Francis I. The <em>Syrias</em> narrates the first Crusade, a theme appropriate for dedication to a king, which Torquato Tasso had also recently explored in his <em>Gerusalemme liberata </em>(1575).</p>
<p>Angèli corresponded with the French philologist Denis Lambin, the Lyons printer Antoine Gryphe, and the German poet Paul Schede, among other notables. Letters from these three, addressed to Angèli, as well as about seventy-five volumes from Angèli’s personal library, are found in the Barga Collection, which the Newberry Library purchased in 1968.</p>
<p align=""right"">- Caroline Prud’Homme and Carla Zecher</p>
<p> </p>
","<p>See the entry for ""Angeli, Pietro,"" in <a href=""http://www.treccani.it/enciclopedia""><em>Dizionario Biografico degli Italiani</em></a>, Istituto della Enciclopedia Italiana, 2010-.<br />
Also:<br />
- Balsamo, Jean. <em>Italianisme et anti-italianisme dans les lettres françaises de la fin du XVIe siècle</em>. Geneva: Slatkine, 1992.<br />
- Calderini de Marchi, Rita. <em>Jacopo Corbinelli et les érudits français d’après la correspondance inédite Corbinelli-Pinelli (1566-1587)</em>. Milan: Ulrico Hoepli, 1914.</p>
<p> </p>
",1582,"<p>Paris, 20 October 1582 (document) / 8 February 1583 (notarized copy)<br /><em>Letters patent by King Henry III authorizing Pietro Angèli da Barga to hold ecclesiastical benefices in France</em><br />
Chicago, Newberry Library, VAULT Case MS 5A 48</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:441
",Letters patent by King Henry III authorizing Pietro Angèli da Barga to hold ecclesiastical benefices in France,/content/about_fp_005,"Tuesday, June 16, 2015 - 13:52","Thursday, October 5, 2017 - 13:18",Yes
93,Ordinance by which King Charles VI of France prohibits assistance to his disinherited son Charles in the aftermath of the assassination of John the Fearless,838,"<p>Montereau Bridge, 10 September 1419: John the Fearless, Duke of Burgundy, is assassinated by men-at-arms of Charles, Dauphin of France.</p>
<p>Following the assassination, King Charles VI of France issues a royal ordinance to withdraw the Dauphin's rights to the crown of France, and prohibits the people of Paris from offering any assistance to his son. The document charges the Dauphin with crimes of treason, portraying him as a warmonger and deceitful villain who premeditated the murder of his own cousin and proclaimed himself regent of the Kingdom of France. John the Fearless, in contrast, features as the innocent victim of an assassination plot. The ordinance lauds him as a hero for his peacemaking negotiations with England, which would soon lead to a marriage between King Charles VI’s daughter, Catherine of Valois, and King Henry V of England in June 1420.</p>
<p>The events of Montereau-Fault-Yonne took place in a time of high trouble for France. Henry V of England had recently crushed the French royal army at the Battle of Agincourt (1415). The Kingdom was also shaken by power struggles during Charles VI’s bouts of insanity, frequent from the 1390s onwards. With the crown virtually hollow, the Armagnacs, supporters of the house of Orléans, and the Burgundians of John the Fearless ravaged the countryside. In 1407, Louis d’Orléans was killed at John's order. The assassination of John himself in 1419 came as payback, and an attempt to prevent an alliance between Charles and John that would have disadvantaged the Armagnacs. John the Fearless apparently had his own agenda, and had agreed to a meeting at Montereau with the intent to control the Dauphin more closely. Throughout the inquest following the assassination, the future Charles VII denied any involvement.</p>
<p>The Dauphin went on to claim the title of King of France at his father’s death (1422), but Henry VI actually reigned as King of France and England per the Treaty of Troyes (1420). Charles was  finally crowned King Charles VII at Reims Cathedral in 1429, after the intervention of Joan of Arc and successful campaigns to regain control of his kingdom from the English. Another document related to King Charles VII is the<a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:434#d0f4c040-7004-4a77-821f-9bbe8256514c""> <em>treasury account for Languedoc</em></a>.</p>
<p>There is a copying error in the document presented here. The royal ordinance was dated 17 January 1419 [1420], rather than 27 January. This copy is found in a collection of documents chiefly pertaining to relations between France and Burgundy ca. 1450.</p>
<p align=""right"">- Caroline Prud’Homme</p>
<p> </p>
","<p>- Guenée, Bernard. <em>Un meurtre, une société. L’assassinat du duc d’Orléans, 23 novembre 1407</em>. Paris: Gallimard, 1992.<br />
- Schnerb, Bertrand. <em>Les Armagnacs et les Bourguignons: la maudite guerre</em>. Paris: Perrin, 1988.<br />
- Vaughan, Richard. <em>John the Fearless: The Growth of Burgundian Power</em>. Woodbridge, UK, and Rochester, NY: Boydell Press, 2002 [1979].</p>
<p>For the printed text of the ordinance, see:<br />
- Vilevault, Louis Guillaume de, and Louis-George Oudard Feudrix de Bréquigny.<em> Ordonnances des rois de France de la troisième race</em>.  Vol. 12, <em>Supplément depuis l’an 1187 jusqu’à la fin du règne de Charles VI</em>. Paris: Imprimerie royale, 1777, 272-77.<br />
- Félibien, Michel, and Guy-Alexis Lobineau. <em>Histoire de la ville de Paris</em>. Vol. 5. Paris: Guillaume Desprez et Jean Des Essarts, 1725, 264-67.</p>
<p> </p>
",1420,"<p>Paris, 17 January 1419 [1420] [copy, ca. 1450]<br /><em>Ordinance by which King Charles VI of France prohibits assistance to his disinherited son Charles in the aftermath of the assassination of John the Fearless</em><br />
Chicago, Newberry Library, VAULT Case MS 54.5</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:449
",Ordinance by which King Charles VI of France prohibits assistance to his disinherited son Charles in the aftermath of the assassination of John the Fearless,/content/about_fp_013,"Tuesday, June 16, 2015 - 13:53","Thursday, October 5, 2017 - 13:19",Yes
94,Procuration au profit de Jean Lobeyrie accordée par son beau-père Guillaume Du Pré,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<p>Click here for <a href=""https://paleography.library.utoronto.ca/islandora/search/catch_all_fields_mt%3A%28Lobeyrie%29?f[0]=-entity_type%3A%22node%22"">documents on the Lobeyrie family</a>.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1"">
<p><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Commune</em> in Auvergne, <em>département</em> Haute-Loire, <em>arrondissement</em> Brioude, <em>canton</em> Gorges de l’Allier-Gévaudan.</p>
</div>
</div>
<p> </p>
",,1568,"<p>Saugues<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a>, 5 November 1568<br /><em>Procuration au profit de Jean Lobeyrie accordée par son beau-père Guillaume Du Pré</em><br />
Chicago, Newberry Library, VAULT Case MS 5027</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:499
",Procuration au profit de Jean Lobeyrie accordée par son beau-père Guillaume Du Pré,/content/about_fp_064,"Tuesday, June 16, 2015 - 13:55","Thursday, February 25, 2016 - 11:00",Yes
95,Cession de créance par Charles de Biencourt,838,"<p>In this document Charles de Biencourt, a squire in the French royal stables, agrees to pay to François du Vaulx, seigneur de Plainville, the sum of 210 <em>livres. </em>Biencourt says the same sum is due to him on the promise -- obtained the previous day -- of Georges Le Grand, the Receiver General of the domains of the Queen Mother (Marie de Medici) and Treasurer to the Duke of Nevers, Prince of Mantua. Biencourt gives to Vaulx forty Spanish <em>pistoles</em> (gold coins) as a guarantee, which Vaulx will return to him when Biencourt pays back the 210 <em>livres. </em>Biencourt must have needed the cash more quickly than Le Grand could provide it, and so he turned to a member of his wife’s family for a loan. He had married Gabrielle Plainville three years earlier.</p>
<p>Edward E. Ayer donated this document to the Newberry Library in the early twentieth century. Ayer collected materials relating to European contact with the Americas and had been told (erroneously) that the document pertained to Biencourt’s more well-known cousin, Charles de Biencourt de Poutrincourt, baron de St. Just (1591-1623), colonizer and governor of the colony of Port-Royal in Acadia.</p>
<p align=""right"">- Caroline Prud’Homme and Carla Zecher</p>
<p> </p>
","<p>- Bluche, François. <em>Les pages de la Grande Écurie</em>. 3 vols. Paris: Les Cahiers nobles, 1966.</p>
<p> </p>
",1638,"<p>Paris, 17 April 1638<br /><em>Cession de créance par Charles de Biencourt </em><br />
Chicago, Newberry Library, VAULT box Ayer MS 69</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:442
",Cession de créance par Charles de Biencourt,/content/about_fp_006,"Tuesday, June 16, 2015 - 13:56","Thursday, October 5, 2017 - 12:46",Yes
96,Prussurot-Raveneau partnership agreement,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1"">
<p><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Chef-lieu d’arrondissement</em> in Bourgogne, <em>département</em> Yonne.</p>
</div>
</div>
<p> </p>
",,1690,"<p>Sens<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a>, 23 January 1690<br /><em>Prussurot-Ravenneau partnership agreement</em><br />
Chicago, Newberry Library, VAULT Case MS 5406</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:500
",Prussurot-Raveneau partnership agreement,/content/about_fp_065,"Tuesday, June 16, 2015 - 13:57","Thursday, February 25, 2016 - 11:09",Yes
