"Nid","Title","PID","T-PEN URI","Author UID","Post Date","Updated Date","Published status"
"1441","Account book (paleography:2070)","paleography:2070","","454","Thursday, January 28, 2016 - 15:27","Thursday, January 28, 2016 - 15:27","Yes"
"1443","Agreement to join fiefs (paleography:2067)","paleography:2067","","454","Thursday, January 28, 2016 - 15:28","Thursday, January 28, 2016 - 15:28","Yes"
"1444","Letters patent by King Henry III authorizing Pietro Angèli da Barga to hold ecclesiastical benefices in France (paleography:441)","paleography:441","","782","Thursday, January 28, 2016 - 15:44","Thursday, January 28, 2016 - 15:44","Yes"
"1445","Charitable donation of land to benefit the poor of Quebec City (paleography:473)","paleography:473","","3200","Thursday, January 28, 2016 - 16:47","Thursday, January 28, 2016 - 16:47","Yes"
"1451","Vente de la moitié d'une maison (paleography:477)","paleography:477","https://transcribe.library.utoronto.ca/paleography/project/834
","3221","Thursday, January 28, 2016 - 20:01","Thursday, January 28, 2016 - 20:01","Yes"
"1453","Letter from Philip II, King of Spain, to his nephew Rudolf II, Holy Roman Emperor (paleography:431)","paleography:431","https://transcribe.library.utoronto.ca/paleography/project/836
","3221","Thursday, January 28, 2016 - 20:06","Thursday, January 28, 2016 - 20:06","Yes"
"1456","Censier du seizième siècle pour la paroisse de Payns, bailliage de Troyes (paleography:465)","paleography:465","https://transcribe.library.utoronto.ca/paleography/project/837
","3221","Thursday, January 28, 2016 - 20:26","Thursday, January 28, 2016 - 20:26","Yes"
"1457","Traicté des modes, ou tons, de la musique (paleography:470)","paleography:470","","3221","Thursday, January 28, 2016 - 20:28","Thursday, January 28, 2016 - 20:28","Yes"
"1459","Traicté des modes, ou tons, de la musique (paleography:470)","paleography:470","","3221","Thursday, January 28, 2016 - 20:29","Thursday, January 28, 2016 - 20:29","Yes"
"1461","Recueil des Serées (paleography:438)","paleography:438","","3221","Thursday, January 28, 2016 - 20:59","Thursday, January 28, 2016 - 20:59","Yes"
"1463","De l'occasion et de la fortune (paleography:450)","paleography:450","https://transcribe.library.utoronto.ca/paleography/project/843
","3221","Thursday, January 28, 2016 - 21:02","Thursday, January 28, 2016 - 21:02","Yes"
"1465","Traicté des modes, ou tons, de la musique (paleography:470)","paleography:470","","3157","Friday, January 29, 2016 - 06:03","Friday, January 29, 2016 - 06:03","Yes"
"1466","Traicté des modes, ou tons, de la musique (paleography:470)","paleography:470","","3157","Friday, January 29, 2016 - 06:04","Friday, January 29, 2016 - 06:04","Yes"
"1469","Fables and other poems (paleography:2065)","paleography:2065","","3157","Friday, January 29, 2016 - 06:05","Friday, January 29, 2016 - 06:05","Yes"
"1471","Aveu et dénombrement de la seigneurie de Taillepied (paleography:448)","paleography:448","","2485","Friday, January 29, 2016 - 09:27","Friday, January 29, 2016 - 09:27","Yes"
"1473","Aveu et dénombrement de la seigneurie de Taillepied (paleography:448)","paleography:448","","2485","Friday, January 29, 2016 - 09:30","Friday, January 29, 2016 - 09:30","Yes"
"1476","Aveu et dénombrement de la seigneurie de Taillepied (paleography:448)","paleography:448","","2485","Friday, January 29, 2016 - 09:31","Friday, January 29, 2016 - 09:31","Yes"
"1477","Aveu et dénombrement de la seigneurie de Taillepied (paleography:448)","paleography:448","","2485","Friday, January 29, 2016 - 09:32","Friday, January 29, 2016 - 09:32","Yes"
"1479","Proclamation dated January 1420 by which King Charles VI of France disinherits his son the dauphin (future King Charles VII) (paleography:449)","paleography:449","","2485","Friday, January 29, 2016 - 09:34","Friday, January 29, 2016 - 09:34","Yes"
"1481","De l'occasion et de la fortune (paleography:450)","paleography:450","","2485","Friday, January 29, 2016 - 09:35","Friday, January 29, 2016 - 09:35","Yes"
"1483","Aveu et dénombrement de la seigneurie de Taillepied (paleography:448)","paleography:448","","2485","Friday, January 29, 2016 - 09:37","Friday, January 29, 2016 - 09:37","Yes"
"1485","Proclamation dated January 1420 by which King Charles VI of France disinherits his son the dauphin (future King Charles VII) (paleography:449)","paleography:449","","2485","Friday, January 29, 2016 - 09:37","Friday, January 29, 2016 - 09:37","Yes"
"1486","De l'occasion et de la fortune (paleography:450)","paleography:450","","2485","Friday, January 29, 2016 - 09:37","Friday, January 29, 2016 - 09:37","Yes"
"1487","Lancelot du lac (paleography:451)","paleography:451","","2485","Friday, January 29, 2016 - 09:39","Friday, January 29, 2016 - 09:39","Yes"
"1488","Commentaries on William Rastell's Collection of all the statutes (paleography:452)","paleography:452","","2485","Friday, January 29, 2016 - 09:39","Friday, January 29, 2016 - 09:39","Yes"
"1491","Lancelot du lac (paleography:451)","paleography:451","","2485","Friday, January 29, 2016 - 09:41","Friday, January 29, 2016 - 09:41","Yes"
"1493","Commentaries on William Rastell's Collection of all the statutes (paleography:452)","paleography:452","","2485","Friday, January 29, 2016 - 09:41","Friday, January 29, 2016 - 09:41","Yes"
"1494","Cession de créance par Charles de Biencourt (paleography:442)","paleography:442","https://transcribe.library.utoronto.ca/paleography/project/871
","2485","Friday, January 29, 2016 - 09:43","Friday, January 29, 2016 - 09:43","Yes"
"1497","A nosseigneurs de la Cour des Aydes [calligraphy sample: mock legal document] (paleography:418)","paleography:418","https://transcribe.library.utoronto.ca/paleography/project/874
","2485","Friday, January 29, 2016 - 09:43","Friday, January 29, 2016 - 09:43","Yes"
"1498","Double contrat de mariage entre les familles Berugnot et Baptauld (paleography:454)","paleography:454","","2485","Friday, January 29, 2016 - 09:47","Friday, January 29, 2016 - 09:47","Yes"
"1499","Sixieme livre du Proces d'amour (paleography:453)","paleography:453","","2485","Friday, January 29, 2016 - 09:47","Friday, January 29, 2016 - 09:47","Yes"
"1500","Double contrat de mariage entre les familles Berugnot et Baptauld (paleography:454)","paleography:454","","2485","Friday, January 29, 2016 - 09:49","Friday, January 29, 2016 - 09:49","Yes"
"1502","Sixieme livre du Proces d'amour (paleography:453)","paleography:453","","2485","Friday, January 29, 2016 - 09:50","Friday, January 29, 2016 - 09:50","Yes"
"1504","Double contrat de mariage entre les familles Berugnot et Baptauld (paleography:454)","paleography:454","","2485","Friday, January 29, 2016 - 09:50","Friday, January 29, 2016 - 09:50","Yes"
"1505","Déclaration de Michel Mercier de tenue en bourgage de sa maison a Alencon (paleography:455)","paleography:455","https://transcribe.library.utoronto.ca/paleography/project/886
","2485","Friday, January 29, 2016 - 09:52","Friday, January 29, 2016 - 09:52","Yes"
"1506","Register of notary Guillaume Peytralis for 1582-1583 (part 1) (paleography:456)","paleography:456","","2485","Friday, January 29, 2016 - 09:52","Friday, January 29, 2016 - 09:52","Yes"
"1509","Register of notary Guillaume Peytralis for 1582-1583 (part 1) (paleography:456)","paleography:456","","2485","Friday, January 29, 2016 - 09:57","Friday, January 29, 2016 - 09:57","Yes"
"1512","Register of notary Guillaume Peytralis for 1582-1583 (part 1) (paleography:456)","paleography:456","","2485","Friday, January 29, 2016 - 09:59","Friday, January 29, 2016 - 09:59","Yes"
"1514","Pensées (paleography:457)","paleography:457","https://transcribe.library.utoronto.ca/paleography/project/891
","2485","Friday, January 29, 2016 - 10:01","Friday, January 29, 2016 - 10:01","Yes"
"1515","Register of notary Guillaume Peytralis for 1582-1583 (part 1) (paleography:456)","paleography:456","","2485","Friday, January 29, 2016 - 10:08","Friday, January 29, 2016 - 10:08","Yes"
"1518","Chroniques de Jean Froissart, vol. 1 (paleography:458)","paleography:458","","2485","Friday, January 29, 2016 - 10:10","Friday, January 29, 2016 - 10:10","Yes"
"1519","Chroniques de Jean Froissart, vol. 1 (paleography:458)","paleography:458","","2485","Friday, January 29, 2016 - 10:13","Friday, January 29, 2016 - 10:13","Yes"
"1521","Chroniques de Jean Froissart, vol. 2 (paleography:459)","paleography:459","","2485","Friday, January 29, 2016 - 10:16","Friday, January 29, 2016 - 10:16","Yes"
"1524","Chroniques de Jean Froissart, vol. 2 (paleography:459)","paleography:459","","2485","Friday, January 29, 2016 - 10:18","Friday, January 29, 2016 - 10:18","Yes"
"1527","Recognoissance des enfans et heretiers de feu Berthomé de Bazas (paleography:460)","paleography:460","","2485","Friday, January 29, 2016 - 10:20","Friday, January 29, 2016 - 10:20","Yes"
"1530","Recognoissance des enfans et heretiers de feu Berthomé de Bazas (paleography:460)","paleography:460","","2485","Friday, January 29, 2016 - 10:22","Friday, January 29, 2016 - 10:22","Yes"
"1533","Recognoissance des enfans et heretiers de feu Berthomé de Bazas (paleography:460)","paleography:460","","2485","Friday, January 29, 2016 - 10:21","Friday, January 29, 2016 - 10:21","Yes"
"1536","Recognoissance des enfans et heretiers de feu Berthomé de Bazas (paleography:460)","paleography:460","https://transcribe.library.utoronto.ca/paleography/project/893
","2485","Friday, January 29, 2016 - 10:23","Friday, January 29, 2016 - 10:23","Yes"
"1538","Recognoissance des enfans et heretiers de feu Berthomé de Bazas (paleography:460)","paleography:460","https://transcribe.library.utoronto.ca/paleography/project/894
","2485","Friday, January 29, 2016 - 10:25","Friday, January 29, 2016 - 10:25","Yes"
"1539","Household account for the French royal household at Amboise (paleography:461)","paleography:461","https://transcribe.library.utoronto.ca/paleography/project/895
","2485","Friday, January 29, 2016 - 10:27","Friday, January 29, 2016 - 10:27","Yes"
"1540","Recognoissance des enfans et heretiers de feu Berthomé de Bazas (paleography:460)","paleography:460","https://transcribe.library.utoronto.ca/paleography/project/896
","2485","Friday, January 29, 2016 - 10:29","Friday, January 29, 2016 - 10:29","Yes"
"1543","Recognoissance des enfans et heretiers de feu Berthomé de Bazas (paleography:460)","paleography:460","https://transcribe.library.utoronto.ca/paleography/project/897
","2485","Friday, January 29, 2016 - 10:30","Friday, January 29, 2016 - 10:30","Yes"
"1544","Vers d'amour (paleography:462)","paleography:462","https://transcribe.library.utoronto.ca/paleography/project/898
","2485","Friday, January 29, 2016 - 10:32","Friday, January 29, 2016 - 10:32","Yes"
"1546","Certified account rendered for vellum, ink and paper, furnished to the office of the King’s advocate at Toulouse from St. Martin’s day 1485 to October 1486, by Simon, ""marchant parcheminier"" (paleography:463)","paleography:463","https://transcribe.library.utoronto.ca/paleography/project/899
","2485","Friday, January 29, 2016 - 10:34","Friday, January 29, 2016 - 10:34","Yes"
"1549","Marriage contract of Sauveur de Lombard and Antoinette de Geoffroy (paleography:464)","paleography:464","https://transcribe.library.utoronto.ca/paleography/project/900
","2485","Friday, January 29, 2016 - 10:35","Friday, January 29, 2016 - 10:35","Yes"
"1550","Censier du seizième siècle pour la paroisse de Payns, bailliage de Troyes (paleography:465)","paleography:465","https://transcribe.library.utoronto.ca/paleography/project/901
","2485","Friday, January 29, 2016 - 10:37","Friday, January 29, 2016 - 10:37","Yes"
"1552","Papier terrier de la seignerie de Perthes, renouvelé en l’an 1578 pour les Célestins de Paris (paleography:466)","paleography:466","","2485","Friday, January 29, 2016 - 10:41","Friday, January 29, 2016 - 10:41","Yes"
"1554","Papier terrier de la seignerie de Perthes, renouvelé en l’an 1578 pour les Célestins de Paris (paleography:466)","paleography:466","","2485","Friday, January 29, 2016 - 10:42","Friday, January 29, 2016 - 10:42","Yes"
"1557","Grosse d'un jugement du bailli d'Orléans (paleography:467)","paleography:467","https://transcribe.library.utoronto.ca/paleography/project/908
","2485","Friday, January 29, 2016 - 10:44","Friday, January 29, 2016 - 10:44","Yes"
"1560","Bail du moulin de Les Roches-l'Evêque, 1593 (paleography:468)","paleography:468","https://transcribe.library.utoronto.ca/paleography/project/909
","2485","Friday, January 29, 2016 - 10:47","Friday, January 29, 2016 - 10:47","Yes"
"1563","Traicté des modes, ou tons, de la musique (paleography:470)","paleography:470","","2485","Friday, January 29, 2016 - 10:49","Friday, January 29, 2016 - 10:49","Yes"
"1565","Etats généraux du Languedoc, 1501-1516 (paleography:469)","paleography:469","","2485","Friday, January 29, 2016 - 10:49","Friday, January 29, 2016 - 10:49","Yes"
"1568","Etats généraux du Languedoc, 1501-1516 (paleography:469)","paleography:469","","2485","Friday, January 29, 2016 - 10:50","Friday, January 29, 2016 - 10:50","Yes"
"1570","Traicté des modes, ou tons, de la musique (paleography:470)","paleography:470","","2485","Friday, January 29, 2016 - 10:50","Friday, January 29, 2016 - 10:50","Yes"
"1572","Etats généraux du Languedoc, 1501-1516 (paleography:469)","paleography:469","","2485","Friday, January 29, 2016 - 10:52","Friday, January 29, 2016 - 10:52","Yes"
"1574","Traicté des modes, ou tons, de la musique (paleography:470)","paleography:470","","2485","Friday, January 29, 2016 - 10:52","Friday, January 29, 2016 - 10:52","Yes"
"1577","Registre de la seigneurie de Gourdon tenue par Louis et François de Lombard (paleography:471)","paleography:471","","2485","Friday, January 29, 2016 - 10:54","Friday, January 29, 2016 - 10:54","Yes"
"1579","Letters and decrees issued by the Parlement de Bordeaux (paleography:472)","paleography:472","","2485","Friday, January 29, 2016 - 10:55","Friday, January 29, 2016 - 10:55","Yes"
"1580","Registre de la seigneurie de Gourdon tenue par Louis et François de Lombard (paleography:471)","paleography:471","","2485","Friday, January 29, 2016 - 10:55","Friday, January 29, 2016 - 10:55","Yes"
"1581","Charitable donation of land to benefit the poor of Quebec City (paleography:473)","paleography:473","https://transcribe.library.utoronto.ca/paleography/project/930
","2485","Friday, January 29, 2016 - 10:57","Friday, January 29, 2016 - 10:57","Yes"
"1583","Mariage de Guillaume Lobeyrie et Anthonie Anglade (paleography:476)","paleography:476","https://transcribe.library.utoronto.ca/paleography/project/931
","2485","Friday, January 29, 2016 - 11:00","Friday, January 29, 2016 - 11:00","Yes"
"1586","Mortgage contract on properties of Pontchartrain and Palluau (paleography:475)","paleography:475","","2485","Friday, January 29, 2016 - 11:00","Friday, January 29, 2016 - 11:00","Yes"
"1588","Mortgage contract on properties of Pontchartrain and Palluau (paleography:475)","paleography:475","","2485","Friday, January 29, 2016 - 11:02","Friday, January 29, 2016 - 11:02","Yes"
"1589","Vente de la moitié d'une maison (paleography:477)","paleography:477","","2485","Friday, January 29, 2016 - 11:03","Friday, January 29, 2016 - 11:03","Yes"
"1590","Contrat de vente au profit de Gilles de l'Espine (paleography:478)","paleography:478","","2485","Friday, January 29, 2016 - 11:03","Friday, January 29, 2016 - 11:03","Yes"
"1593","Mariage de Guillaume Lobeyrie et Anthonie Anglade (paleography:476)","paleography:476","","2485","Friday, January 29, 2016 - 11:02","Friday, January 29, 2016 - 11:02","Yes"
"1594","Contrat de vente au profit de Gilles de l'Espine (paleography:478)","paleography:478","","2485","Friday, January 29, 2016 - 11:04","Friday, January 29, 2016 - 11:04","Yes"
"1595","Register of notary Guillaume Peytralis for 1582-1583 (part 2) (paleography:479)","paleography:479","","2485","Friday, January 29, 2016 - 11:06","Friday, January 29, 2016 - 11:06","Yes"
"1599","Register of notary Guillaume Peytralis for 1582-1583 (part 3) (paleography:480)","paleography:480","","2485","Friday, January 29, 2016 - 11:06","Friday, January 29, 2016 - 11:06","Yes"
"1602","Register of notary Guillaume Peytralis for 1582-1583 (part 2) (paleography:479)","paleography:479","","2485","Friday, January 29, 2016 - 11:08","Friday, January 29, 2016 - 11:08","Yes"
"1603","Register of notary Guillaume Peytralis for 1582-1583 (part 3) (paleography:480)","paleography:480","","2485","Friday, January 29, 2016 - 11:08","Friday, January 29, 2016 - 11:08","Yes"
"1605","Vente au profit de Gabriel de Langeac (paleography:482)","paleography:482","","2485","Friday, January 29, 2016 - 11:10","Friday, January 29, 2016 - 11:10","Yes"
"1606","Sentence du sénéchal d'Auvergne (paleography:481)","paleography:481","","2485","Friday, January 29, 2016 - 11:10","Friday, January 29, 2016 - 11:10","Yes"
"1609","Sentence du sénéchal d'Auvergne (paleography:481)","paleography:481","","2485","Friday, January 29, 2016 - 11:11","Friday, January 29, 2016 - 11:11","Yes"
"1610","Vente au profit de Gabriel de Langeac (paleography:482)","paleography:482","","2485","Friday, January 29, 2016 - 11:11","Friday, January 29, 2016 - 11:11","Yes"
"1613","Vente au profit de Gabriel de Langeac (paleography:482)","paleography:482","","2485","Friday, January 29, 2016 - 11:14","Friday, January 29, 2016 - 11:14","Yes"
"1615","Sentence du sénéchal d'Auvergne (paleography:481)","paleography:481","","2485","Friday, January 29, 2016 - 11:14","Friday, January 29, 2016 - 11:14","Yes"
"1617","Expédition du contrat de mariage de Catherine Lobeyrie et Jean Favy (paleography:483)","paleography:483","","2485","Friday, January 29, 2016 - 11:16","Friday, January 29, 2016 - 11:16","Yes"
"1620","Mariage de Jean de Jardon et Françoise de Rochefort (paleography:484)","paleography:484","","2485","Friday, January 29, 2016 - 11:16","Friday, January 29, 2016 - 11:16","Yes"
"1622","Mariage de Jean de Jardon et Françoise de Rochefort (paleography:484)","paleography:484","","2485","Friday, January 29, 2016 - 11:18","Friday, January 29, 2016 - 11:18","Yes"
"1624","Expédition du contrat de mariage de Catherine Lobeyrie et Jean Favy (paleography:483)","paleography:483","","2485","Friday, January 29, 2016 - 11:18","Friday, January 29, 2016 - 11:18","Yes"
"1625","Partage de l'héritage de François de l'Estang (paleography:485)","paleography:485","","2485","Friday, January 29, 2016 - 11:20","Friday, January 29, 2016 - 11:20","Yes"
"1628","Partage de l'héritage de François de l'Estang (paleography:485)","paleography:485","","2485","Friday, January 29, 2016 - 11:21","Friday, January 29, 2016 - 11:21","Yes"
"1629","Bail à cens de la seigneurie de Bonnabaud (paleography:491)","paleography:491","","2485","Friday, January 29, 2016 - 11:22","Friday, January 29, 2016 - 11:22","Yes"
"1631","La Charité quittance (paleography:2075)","paleography:2075","","2485","Friday, January 29, 2016 - 11:24","Friday, January 29, 2016 - 11:24","Yes"
"1633","Legal papers concerning the estate of René de Hodon (paleography:492)","paleography:492","","2485","Friday, January 29, 2016 - 11:26","Friday, January 29, 2016 - 11:26","Yes"
"1635","Bail à cens de la seigneurie de Bonnabaud (paleography:491)","paleography:491","","2485","Friday, January 29, 2016 - 11:26","Friday, January 29, 2016 - 11:26","Yes"
"1638","La Fayette-Langeac Contredict (paleography:494)","paleography:494","","2485","Friday, January 29, 2016 - 11:28","Friday, January 29, 2016 - 11:28","Yes"
"1641","Pontgibaud-La Pesche document (paleography:493)","paleography:493","","2485","Friday, January 29, 2016 - 11:28","Friday, January 29, 2016 - 11:28","Yes"
"1642","La Fayette-Langeac Contredict (paleography:494)","paleography:494","","2485","Friday, January 29, 2016 - 11:31","Friday, January 29, 2016 - 11:31","Yes"
"1644","Pontgibaud-La Pesche document (paleography:493)","paleography:493","","2485","Friday, January 29, 2016 - 11:31","Friday, January 29, 2016 - 11:31","Yes"
"1647","Meslanges curieux de litterature et d'histoire (paleography:496)","paleography:496","","2485","Friday, January 29, 2016 - 11:33","Friday, January 29, 2016 - 11:33","Yes"
"1648","La Fayette-Langeac Contredict 2 (paleography:495)","paleography:495","","2485","Friday, January 29, 2016 - 11:33","Friday, January 29, 2016 - 11:33","Yes"
"1651","Meslanges curieux de litterature et d'histoire (paleography:496)","paleography:496","","2485","Friday, January 29, 2016 - 11:35","Friday, January 29, 2016 - 11:35","Yes"
"1654","La Fayette-Langeac Contredict 2 (paleography:495)","paleography:495","","2485","Friday, January 29, 2016 - 11:35","Friday, January 29, 2016 - 11:35","Yes"
"1657","Lectures on the Charter of the Forests, reissued by Henry III in 1225 (paleography:427)","paleography:427","","2485","Friday, January 29, 2016 - 11:37","Friday, January 29, 2016 - 11:37","Yes"
"1658","Legal notebook (paleography:426)","paleography:426","","2485","Friday, January 29, 2016 - 11:37","Friday, January 29, 2016 - 11:37","Yes"
"1659","Lectures on the Charter of the Forests, reissued by Henry III in 1225 (paleography:427)","paleography:427","","2485","Friday, January 29, 2016 - 11:39","Friday, January 29, 2016 - 11:39","Yes"
"1661","Legal notebook (paleography:426)","paleography:426","","2485","Friday, January 29, 2016 - 11:39","Friday, January 29, 2016 - 11:39","Yes"
"1662","Harangue faicte à la Royne mere du Roy à Poictiers par le seigneur de Salevert, presidial de ladicte ville, le lendemain de son arrivée qui fut le vingt huictiesme novembre 1575 (paleography:429)","paleography:429","","2485","Friday, January 29, 2016 - 11:40","Friday, January 29, 2016 - 11:40","Yes"
"1663","Harangue faicte à la Royne mere du Roy à Poictiers par le seigneur de Salevert, presidial de ladicte ville, le lendemain de son arrivée qui fut le vingt huictiesme novembre 1575 (paleography:429)","paleography:429","","2485","Friday, January 29, 2016 - 11:42","Friday, January 29, 2016 - 11:42","Yes"
"1667","Negotiations at Calais (paleography:428)","paleography:428","","2485","Friday, January 29, 2016 - 11:42","Friday, January 29, 2016 - 11:42","Yes"
"1669","Letter from Philip II, King of Spain, to his nephew Rudolf II, Holy Roman Emperor (paleography:431)","paleography:431","","2485","Friday, January 29, 2016 - 11:45","Friday, January 29, 2016 - 11:45","Yes"
"1671","Discours et harangue des ambassadeurs du Roy avec ceulx d'Angleterre touchant le pourparler du mariage d'entre monseigneur le duc d'Anjou et d'Alençon avec la Royne d'Angleterre (paleography:430)","paleography:430","","2485","Friday, January 29, 2016 - 11:45","Friday, January 29, 2016 - 11:45","Yes"
"1672","Letter from Philip II, King of Spain, to his nephew Rudolf II, Holy Roman Emperor (paleography:431)","paleography:431","","2485","Friday, January 29, 2016 - 11:47","Friday, January 29, 2016 - 11:47","Yes"
"1673","Discours et harangue des ambassadeurs du Roy avec ceulx d'Angleterre touchant le pourparler du mariage d'entre monseigneur le duc d'Anjou et d'Alençon avec la Royne d'Angleterre (paleography:430)","paleography:430","","2485","Friday, January 29, 2016 - 11:47","Friday, January 29, 2016 - 11:47","Yes"
"1675","Memoranda about Charles d'Orléans's rights as Count of Blois (paleography:433)","paleography:433","","2485","Friday, January 29, 2016 - 11:48","Friday, January 29, 2016 - 11:48","Yes"
"1677","Letter of John Stanlawe to John Randulf, viscount of Caen, regarding a program of repairs to be made at the castle of Caen (paleography:432)","paleography:432","","2485","Friday, January 29, 2016 - 11:48","Friday, January 29, 2016 - 11:48","Yes"
"1679","Memoranda about Charles d'Orléans's rights as Count of Blois (paleography:433)","paleography:433","","2485","Friday, January 29, 2016 - 11:50","Friday, January 29, 2016 - 11:50","Yes"
"1680","Letter of John Stanlawe to John Randulf, viscount of Caen, regarding a program of repairs to be made at the castle of Caen (paleography:432)","paleography:432","","2485","Friday, January 29, 2016 - 11:50","Friday, January 29, 2016 - 11:50","Yes"
"1682","Loys duc d'Orleans, de Millan et de Valois, conte de Blois, de Pavie et de Beaumont, seigneur d'Ast et de Coucy (paleography:435)","paleography:435","","2485","Friday, January 29, 2016 - 11:52","Friday, January 29, 2016 - 11:52","Yes"
"1683","Roole des parties payees par maistre Estienne Petit, tresorier et Receveur general des pays de Languedoc et duchié de Guienne par le commandement et ordonnance du Roy nostre seigneur (paleography:434)","paleography:434","","2485","Friday, January 29, 2016 - 11:52","Friday, January 29, 2016 - 11:52","Yes"
"1686","Loys duc d'Orleans, de Millan et de Valois, conte de Blois, de Pavie et de Beaumont, seigneur d'Ast et de Coucy (paleography:435)","paleography:435","","2485","Friday, January 29, 2016 - 11:53","Friday, January 29, 2016 - 11:53","Yes"
"1688","Roole des parties payees par maistre Estienne Petit, tresorier et Receveur general des pays de Languedoc et duchié de Guienne par le commandement et ordonnance du Roy nostre seigneur (paleography:434)","paleography:434","","2485","Friday, January 29, 2016 - 11:53","Friday, January 29, 2016 - 11:53","Yes"
"1691","Letter of Paul Lejeune to Cardinal de Richelieu (paleography:437)","paleography:437","","2485","Friday, January 29, 2016 - 11:54","Friday, January 29, 2016 - 11:54","Yes"
"1692","Monsieur de Ville Roy... (paleography:436)","paleography:436","","2485","Friday, January 29, 2016 - 11:54","Friday, January 29, 2016 - 11:54","Yes"
"1695","Monsieur de Ville Roy... (paleography:436)","paleography:436","","2485","Friday, January 29, 2016 - 11:56","Friday, January 29, 2016 - 11:56","Yes"
"1698","Letter of Paul Lejeune to Cardinal de Richelieu (paleography:437)","paleography:437","","2485","Friday, January 29, 2016 - 11:56","Friday, January 29, 2016 - 11:56","Yes"
"1699","Composition de toutes sortes de feux artificiels (paleography:439)","paleography:439","","2485","Friday, January 29, 2016 - 11:57","Friday, January 29, 2016 - 11:57","Yes"
"1700","Recueil des Serées (paleography:438)","paleography:438","","2485","Friday, January 29, 2016 - 11:57","Friday, January 29, 2016 - 11:57","Yes"
"1701","Composition de toutes sortes de feux artificiels (paleography:439)","paleography:439","","2485","Friday, January 29, 2016 - 11:59","Friday, January 29, 2016 - 11:59","Yes"
"1702","Recueil des Serées (paleography:438)","paleography:438","","2485","Friday, January 29, 2016 - 11:59","Friday, January 29, 2016 - 11:59","Yes"
"1703","Troisieme registre des contracts d'acquets faits dans l'etendue du fief et seigneurie de l'Epiniere (paleography:1807)","paleography:1807","","2485","Friday, January 29, 2016 - 12:01","Friday, January 29, 2016 - 12:01","Yes"
"1708","Troisieme registre des contracts d'acquets faits dans l'etendue du fief et seigneurie de l'Epiniere (paleography:1808)","paleography:1808","","2485","Friday, January 29, 2016 - 12:03","Friday, January 29, 2016 - 12:03","Yes"
"1710","Itinerarium [French] (paleography:1810)","paleography:1810","","2485","Friday, January 29, 2016 - 12:05","Friday, January 29, 2016 - 12:05","Yes"
"1712","Contracts, charters, financial records of the St. Lambert's Cathedral in Liège (paleography:1809)","paleography:1809","","2485","Friday, January 29, 2016 - 12:06","Friday, January 29, 2016 - 12:06","Yes"
"1717","Roman de Mandevie : les melancolies sur les conditions de ce monde (paleography:1811)","paleography:1811","","2485","Friday, January 29, 2016 - 12:09","Friday, January 29, 2016 - 12:09","Yes"
"1718","Les croniques de Nicolas Trivet (paleography:1812)","paleography:1812","","2485","Friday, January 29, 2016 - 12:09","Friday, January 29, 2016 - 12:09","Yes"
"1720","L'enfant sage à trois ans [qui] fut interrogé par Adrian empereur lequel luy rendit responce de chacune chose qui luy demande (paleography:1813)","paleography:1813","","2485","Friday, January 29, 2016 - 12:09","Friday, January 29, 2016 - 12:09","Yes"
"1722","Roman de Mandevie : les melancolies sur les conditions de ce monde (paleography:1811)","paleography:1811","","2485","Friday, January 29, 2016 - 12:12","Friday, January 29, 2016 - 12:12","Yes"
"1723","Les croniques de Nicolas Trivet (paleography:1812)","paleography:1812","","2485","Friday, January 29, 2016 - 12:12","Friday, January 29, 2016 - 12:12","Yes"
"1725","L'enfant sage à trois ans [qui] fut interrogé par Adrian empereur lequel luy rendit responce de chacune chose qui luy demande (paleography:1813)","paleography:1813","","2485","Friday, January 29, 2016 - 12:12","Friday, January 29, 2016 - 12:12","Yes"
"1727","Mariage d'Annet d'Anglars et d'Anne de Rochegude (paleography:487)","paleography:487","","2485","Friday, January 29, 2016 - 12:13","Friday, January 29, 2016 - 12:13","Yes"
"1729","Michel Brandon document (paleography:486)","paleography:486","","2485","Friday, January 29, 2016 - 12:13","Friday, January 29, 2016 - 12:13","Yes"
"1732","Mariage d'Annet d'Anglars et d'Anne de Rochegude (paleography:487)","paleography:487","","2485","Friday, January 29, 2016 - 12:15","Friday, January 29, 2016 - 12:15","Yes"
"1735","Michel Brandon document (paleography:486)","paleography:486","","2485","Friday, January 29, 2016 - 12:15","Friday, January 29, 2016 - 12:15","Yes"
"1738","Land grant of Annet d'Anglars to his mother Avoise de Tabou (paleography:488)","paleography:488","","2485","Friday, January 29, 2016 - 12:17","Friday, January 29, 2016 - 12:17","Yes"
"1740","Inquest regarding land disputes (paleography:490)","paleography:490","","2485","Friday, January 29, 2016 - 12:17","Friday, January 29, 2016 - 12:17","Yes"
"1741","Manuscript agreement by printers and booksellers Jacques de Sanlecque and Toussaint du Bray (paleography:489)","paleography:489","","2485","Friday, January 29, 2016 - 12:17","Friday, January 29, 2016 - 12:17","Yes"
"1744","Land grant of Annet d'Anglars to his mother Avoise de Tabou (paleography:488)","paleography:488","","2485","Friday, January 29, 2016 - 12:19","Friday, January 29, 2016 - 12:19","Yes"
"1747","Inquest regarding land disputes (paleography:490)","paleography:490","","2485","Friday, January 29, 2016 - 12:19","Friday, January 29, 2016 - 12:19","Yes"
